report_id	journal_id	authors	year	title	volume	pages	pubmed	notes	user_id
1177	85	Landman O, Shiffman D, Av-Gay Y, Aharonowitz Y, Cohen G.	1991	High level expression in Escherichia coli of isopenicillin N synthase genes from Flavobacterium and Streptomyces, and recovery of active enzyme from inclusion bodies.	68	239-44	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=LANDMAN%20o,%20shiffman%20d	n/a	1037
1178	6	Lange C, Patil G, Rudolph R.	2005	Ionic liquids as refolding additives: N\\'-alkyl and N\\'-(omega-hydroxyalkyl) N-methylimidazolium chlorides.	14	2693-701	http://www.ncbi.nlm.nih.gov/pubmed/16195554?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1179	53	Lanckriet H, Middelberg AP.	2004	Operational regimes for a simplified one-step artificial chaperone refolding method.	20	1861-1866	http://www.ncbi.nlm.nih.gov/pubmed/15575723?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1180	53	Lanckriet H, Middelberg AP.	2004	Operational regimes for a simplified one-step artificial chaperone refolding method.	20	1861-1866	http://www.ncbi.nlm.nih.gov/pubmed/15575723?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1181	73	Lalitha PV, Ware LA, Barbosa A, Dutta S, Moch JK, Haynes JD, Fileta BB, White CE, Lanar DE.	2004	Production of the subdomains of the Plasmodium falciparum apical membrane antigen 1 ectodomain and analysis of the immune response.	72	4464-70	http://www.ncbi.nlm.nih.gov/pubmed/15271904?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1182	90	Lambert O, Benabdelhak H, Chami M, Jouan L, Nouaille E, Ducruix A, Brisson A.	2005	Trimeric structure of OprN and OprM efflux proteins from Pseudomonas aeruginosa, by 2D electron crystallography.	150	50-57	http://www.ncbi.nlm.nih.gov/pubmed/15797729?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1183	201	Kakeda K, Jordan ND, Conner A, Ride JP, Franklin-Tong VE, Franklin FC.	1998	Identification of residues in a hydrophilic loop of the Papaver rhoeas S protein that play a crucial role in recognition of incompatible pollen.	10	1723-31	http://www.ncbi.nlm.nih.gov/pubmed/9761798?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1184	101	Kamada K, Hanaoka F.	2005	Conformational change in the catalytic site of the ribonuclease YoeB toxin by YefM antitoxin.	19	497-509	http://www.ncbi.nlm.nih.gov/pubmed/16109374?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1185	9	Kang KY, Kim SG, Kim WK, You HK, Kim YJ, Lee JH, Jung KH, Kim CW.	2006	Purification and characterization of a recombinant anti-angiogenic kringle fragment expressed in Escherichia coli: Purification and characterization of a tri-kringle fragment from human apolipoprotein (a) (kringle IV (9)-kringle IV (10)-kringle V).	45	216-25	http://www.ncbi.nlm.nih.gov/pubmed/16260151?ordinalpos=6&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1186	9	Karlsson J, Nilsson T.	2005	The C subunit of Ideonella dechloratans chlorate reductase: expression, purification, refolding, and heme reconstitution.	41	306-312	http://www.ncbi.nlm.nih.gov/pubmed/15866716?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1187	20	Hibino T, Misawa S, Wakiyama M, Maeda S, Yazaki K, Kumagai I, Ooi T, Miura K.	1994	High-level expression of porcine muscle adenylate kinase in Escherichia coli: effects of the copy number of the gene and the translational initiation signals.	32	139-148	http://www.ncbi.nlm.nih.gov/pubmed/7764560?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1188	202	Harrowing SR, Chaudhuri JB.	2003	Effect of column dimensions and flow rates on size-exclusion refolding of beta-lactamase.	56	177-188	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1189	9	Harrison SJ, McManus AM, Marcus JP, Goulter KC, Green JL, Nielsen KJ, Craik DJ, Maclean DJ, Manners JM.	1999	Purification and characterization of a plant antimicrobial peptide expressed in Escherichia coli.	15	171-177	http://www.ncbi.nlm.nih.gov/pubmed/10049672?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1190	9	Han YG, Liu HL, Zheng HJ, Li SG, Bi RC.	2004	Purification and refolding of human alpha5-subunit (PSMA5) of the 20S proteasome, expressed as inclusion bodies in Escherichia coli.	35	360-365	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=HAN%20yg,%20liu%20hl	n/a	1037
1191	7	Han SK, Yoon ET, Cho W.	1998	Bacterial expression and characterization of human secretory class V phospholipase A2.	331	353-357	http://www.ncbi.nlm.nih.gov/pubmed/9531469?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1192	156	Karpushova A, Brümmer F, Barth S, Lange S, Schmid RD.	2005	Cloning, recombinant expression and biochemical characterisation of novel esterases from Bacillus sp. associated with the marine sponge Aplysina aerophoba.	67	59-69	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1193	14	Kataoka K, Nakai M, Yamaguchi K, Suzuki S.	1998	Gene synthesis, expression, and mutagenesis of zucchini mavicyanin: the fourth ligand of blue copper center is Gln.	250	409-413	http://www.ncbi.nlm.nih.gov/pubmed/9753643?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1194	203	Hoenig M, Caffall ZF, McGraw RA, Ferguson DC.	2005	Cloning, expression and purification of feline proinsulin.	30	28-27	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1195	141	Hoell IA, Klemsdal SS, Vaaje-Kolstad G, Horn SJ, Eijsink VG.	2005	Overexpression and characterization of a novel chitinase from Trichoderma atroviride strain P1.	1748	180-190	http://www.ncbi.nlm.nih.gov/pubmed/15769595?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1196	9	Han B, Hall FL, Nimni ME.	1997	Refolding of a recombinant collagen-targeted TGF-beta2 fusion protein expressed in Escherichia coli.	11	169-178	http://www.ncbi.nlm.nih.gov/pubmed/9367813?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1197	9	Ito M, Nagata K, Kato Y, Oda Y, Yamagoe S, Suzuki K, Tanokura M.	2003	Expression, oxidative refolding, and characterization of six-histidine-tagged recombinant human LECT2, a 16-kDa chemotactic protein with three disulfide bonds.	27	272-278	http://www.ncbi.nlm.nih.gov/pubmed/12597887?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1198	14	Indiveri C, Iacobazzi V, Giangregorio N, Palmieri F.	1998	Bacterial overexpression, purification, and reconstitution of the carnitine/acylcarnitine carrier from rat liver mitochondria.	249	589-594	http://www.ncbi.nlm.nih.gov/pubmed/9731180?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1199	28	Ikehata O, Nishiyama M, Horinouchi S, Beppu T.	1998	Primary structure of nitrile hydratase deduced from the nucleotide sequence of a Rhodococcus species and its expression in Escherichia coli.	181	563-570	http://www.ncbi.nlm.nih.gov/pubmed/2659343?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1200	14	Inanami O, Hashida S, Iizuka D, Horiuchi M, Hiraoka W, Shimoyama Y, Nakamura H, Inagaki F, Kuwabara M.	2005	Conformational change in full-length mouse prion: a site-directed spin-labeling study.	335	785-792	http://www.ncbi.nlm.nih.gov/pubmed/16095563?ordinalpos=6&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1201	8	Hill J, Tyas L, Phylip LH, Kay J, Dunn BM, Berry C.	1994	High level expression and characterisation of Plasmepsin II, an aspartic proteinase from Plasmodium falciparum.	352	155-158	http://www.ncbi.nlm.nih.gov/pubmed/7925966?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1202	2	Ivanenkov VV, Murphy-Piedmonte DM, Kirley TL.	2003	Bacterial expression, characterization, and disulfide bond determination of soluble human NTPDase6 (CD39L2) nucleotidase: implications for structure and function.	42	117426-11735	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=Ivanenkov%20vv,%20murphy-piedmonte%20dm	n/a	1037
1203	9	Hossann M, Li Z, Shi Y, Kreilinger U, Büttner J, Vogel PD, Yuan J, Wise JG, Trommer WE.	2006	Novel immunotoxin: a fusion protein consisting of gelonin and an acetylcholine receptor fragment as a potential immunotherapeutic agent for the treatment of Myasthenia gravis.	46	73-84	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=hossann%20m,%20li%20z,%20shi%20y	n/a	1037
1204	141	Hosono M, Sugawara S, Ogawa Y, Kohno T, Takayanagi M, Nitta K.	2005	Purification, characterization, cDNA cloning, and expression of asialofetuin-binding C-type lectin from eggs of shishamo smelt (Osmerus [Spirinchus] lanceolatus).	1725	160-173	http://www.ncbi.nlm.nih.gov/pubmed/16112459?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1205	204	Honda J, Andou H, Mannen T, Sugimoto S.	2000	Direct refolding of recombinant human growth differentiation factor 5 for large-scale production process.	89	582-9	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1206	9	Holmes WD, Consler TG, Dallas WS, Rocque WJ, Willard DH.	2001	Solution studies of recombinant human stromal-cell-derived factor-1.	21	367-377	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1207	68	Hou J, Zhan H.	1998	Expression of active thrombopoietin and identification of its key residues responsible for receptor binding.	10	319-330	http://www.ncbi.nlm.nih.gov/pubmed/9619369?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1208	137	Hodder AN, Drew DR, Epa VC, Delorenzi M, Bourgon R, Miller SK, Moritz RL, Frecklington DF, Simpson RJ, Speed TP, Pike RN, Crabb BS.	2003	Enzymic, phylogenetic, and structural characterization of the unusual papain-like protease domain of Plasmodium falciparum SERA5.	278	48169-48177	http://www.ncbi.nlm.nih.gov/pubmed/13679369?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1209	9	Kothari H, Kumar P, Singh N.	2006	Prokaryotic expression, purification, and polyclonal antibody production against a novel drug resistance gene of Leishmania donovani clinical isolate.	45	15-21	http://www.ncbi.nlm.nih.gov/pubmed/16289919?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1210	27	Kröger M, Tschesche H.	1997	Cloning, expression and activation of a truncated 92-kDa gelatinase minienzyme.	196	175-180	http://www.ncbi.nlm.nih.gov/pubmed/9322755?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1211	141	Króliczewski J, Szczepaniak A.	2002	In vitro reconstitution of the spinach chloroplast cytochrome b6 protein from a fusion protein expressed in Escherichia coli.	1598	177-184	http://www.ncbi.nlm.nih.gov/pubmed/12147358?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1212	138	Jin T, Guan YX, Yao SJ, Lin DQ, Cho MG.	2006	On-column refolding of recombinant human interferon-gamma inclusion bodies by expanded bed adsorption chromatography.	93	755-60	http://www.ncbi.nlm.nih.gov/pubmed/16261630?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1213	181	Jiang H, Ma C, Lu ZQ, Kanost MR.	2004	Beta-1,3-glucan recognition protein-2 (betaGRP-2)from Manduca sexta; an acute-phase protein that binds beta-1,3-glucan and lipoteichoic acid to aggregate fungi and bacteria and stimulate prophenoloxidase activation.	34	89-100	http://www.ncbi.nlm.nih.gov/pubmed/14976985?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1214	10	Howell ML, Blumenthal KM.	1989	Cloning and expression of a synthetic gene for Cerebratulus lacteus neurotoxin B-IV.	264	15268-73	http://www.ncbi.nlm.nih.gov/pubmed/2670934?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1215	205	Jin H, Uddin MS, Huang YL, Teo WK.	1994	Purification and renaturation of recombinant human lymphotoxin (tumour necrosis factor beta) expressed in Escherichia coli as inclusion bodies.	59	67-72	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1216	183	Jiang Y, Ye J, Wu H, Zhang H.	2004	Cloning and expression of the polyhydroxyalkanote depolymerase gene from Pseudomonas putida, and characterization of the gene product.	26	1585-1588	http://www.ncbi.nlm.nih.gov/pubmed/15604801?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1217	27	Korn C, Meiss G, Gast F, Gimadutdinow O, Urbanke C, Pingoud A.	2000	Genetic engineering of Escherichia coli to produce a 1:1 complex of the anabaena sp. PCC 7120 nuclease NucA and its inhibitor NuiA.	253	221-229	http://www.ncbi.nlm.nih.gov/pubmed/10940560?ordinalpos=8&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1218	206	Kümmel D, Müller JJ, Roske Y, Misselwitz R, Büssow K, Heinemann U.	2005	The structure of the TRAPP subunit TPC6 suggests a model for a TRAPP subcomplex.	6	787-93	http://www.ncbi.nlm.nih.gov/pubmed/16025134?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1219	9	Ishibashi M, Tokunaga H, Arakawa T, Tokunaga M.	2001	Expression, purification, and characterization of the active immunoglobulin-like domain of human granulocyte-colony-stimulating factor receptor in Escherichia coli.	21	317-322	http://www.ncbi.nlm.nih.gov/pubmed/11237694?ordinalpos=15&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1220	28	Jeon OH, Kim DS.	1999	Molecular cloning and functional characterization of a snake venom metalloprotease.	263	526-533	http://www.ncbi.nlm.nih.gov/pubmed/10406963?ordinalpos=11&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1221	10	Xu LR, Yan X, Luo M, Guan YX, Yao SJ.	2008	Preparation, characterization and refolding in vitro of a recombinant human cyclophilin A mutant: effect of a single Pro/Ser substitution on cyclophilin A structure and properties.	24	302-310	http://www.ncbi.nlm.nih.gov/pubmed/18333624?ordinalpos=44&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1222	207	Li DH, Tong W, Yang YF	2008	Functional expression of an earthworm fibrinolytic enzyme in Escherichia coli	24	613-618	n/a	n/a	1037
1223	103	Johnston JM, Arcus VL, Morton CJ, Parker MW, Baker EN.	2003	Crystal structure of a putative methyltransferase from Mycobacterium tuberculosis: misannotation of a genome clarified by protein structural analysis.	185	4057-4065	http://www.ncbi.nlm.nih.gov/pubmed/12837779?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1224	183	Jang SH, Kang DK, Chang SI, Scheraga HA, Shin HC.	2004	High level production of bovine angiogenin in E. coli by an efficient refolding procedure.	26	1501-1504	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1225	103	Jair KW, Martin RG, Rosner JL, Fujita N, Ishihama A, Wolf RE Jr.	1995	Purification and regulatory properties of MarA protein, a transcriptional activator of Escherichia coli multiple antibiotic and superoxide resistance promoters.	177	7100-7104	http://www.ncbi.nlm.nih.gov/pubmed/8522515?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1226	9	Jacquet A, Daminet V, Haumont M, Garcia L, Chaudoir S, Bollen A, Biemans R.	1999	Expression of a recombinant Toxoplasma gondii ROP2 fragment as a fusion protein in bacteria circumvents insolubility and proteolytic degradation.	17	392-400	http://www.ncbi.nlm.nih.gov/pubmed/10600457?ordinalpos=7&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1227	73	Jeevan A, McFarland CT, Yoshimura T, Skwor T, Cho H, Lasco T, McMurray DN.	2006	Production and characterization of guinea pig recombinant gamma interferon and its effect on macrophage activation.	74	213-224	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=jeevan%20a,%20McFarland%20CT	n/a	1037
1228	73	Jeevan A, McFarland CT, Yoshimura T, Skwor T, Cho H, Lasco T, McMurray DN.	2006	Production and characterization of guinea pig recombinant gamma interferon and its effect on macrophage activation.	74	213-224	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=jeevan%20a,%20McFarland%20CT	n/a	1037
1229	73	Jeevan A, McFarland CT, Yoshimura T, Skwor T, Cho H, Lasco T, McMurray DN.	2006	Production and characterization of guinea pig recombinant gamma interferon and its effect on macrophage activation.	74	213-224	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=jeevan%20a,%20McFarland%20CT	n/a	1037
1230	73	Jeevan A, McFarland CT, Yoshimura T, Skwor T, Cho H, Lasco T, McMurray DN.	2006	Production and characterization of guinea pig recombinant gamma interferon and its effect on macrophage activation.	74	213-224	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=jeevan%20a,%20McFarland%20CT	n/a	1037
1231	137	Jenkins HT, Mark L, Ball G, Persson J, Lindahl G, Uhrin D, Blom AM, Barlow PN.	2006	Human C4b-binding protein, structural basis for interaction with streptococcal M protein, a major bacterial virulence factor.	281	3690-3697	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1232	9	Joshi BH, Puri RK.	2005	Optimization of expression and purification of two biologically active chimeric fusion proteins that consist of human interleukin-13 and Pseudomonas exotoxin in Escherichia coli.	39	189-198	http://www.ncbi.nlm.nih.gov/pubmed/15642470?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1233	82	Hsieh HC, Kumar TK, Yu C.	2004	Cloning, overexpression, and characterization of cobrotoxin.	320	1374-1381	http://www.ncbi.nlm.nih.gov/pubmed/15303285?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1234	141	Hsieh MC, Cooperman BS.	2000	The preparation and catalytic properties of recombinant human prostate-specific antigen (rPSA).	1481	75-87	http://www.ncbi.nlm.nih.gov/pubmed/10962094?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1235	156	Hsih MH, Kuo JC, Tsai HJ.	1997	Optimization of the solubilization and renaturation of fish growth hormone produced by Escherichia coli.	48	66-72	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=Hsih%20Mh,%20kuo%20jc	n/a	1037
1236	12	Chura-Chambi RM, Genova LA, Affonso R, Morganti L.	2008	Refolding of endostatin from inclusion bodies using high hydrostatic pressure.	1	Epub ahead of p	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=Chura-Chambi%20RM,%20Genova%20LA,%20Affonso%20R,%20Morganti%20L.	n/a	1037
1237	15	Hrzenjak A, Frank S, Maderegger B, Sterk H, Kostner GM.	2000	Apo(a)-kringle IV-type 6: expression in Escherichia coli, purification and in vitro refolding.	13	661-666	http://www.ncbi.nlm.nih.gov/pubmed/11054461?ordinalpos=10&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1238	80	Harrison MD, Dennison C.	2004	Characterization of Arabidopsis thaliana stellacyanin: a comparison with umecyanin.	55	426-435	http://www.ncbi.nlm.nih.gov/pubmed/15048833?ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1239	2	Hill S, Austin S, Eydmann T, Jones T, Dixon R.	1996	Azotobacter vinelandii NIFL is a flavoprotein that modulates transcriptional activation of nitrogen-fixation genes via a redox-sensitive switch.	93	2143-2148	http://www.ncbi.nlm.nih.gov/pubmed/8700899?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1240	14	Hua ZC, Dong C, Zhu DX.	1996	Renaturation of recombinant human pro-urokinase expressed in Escherichia coli.	220	131-136	http://www.ncbi.nlm.nih.gov/pubmed/8602832?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1241	67	Huang CC, Li LT, Shen MC, Chen JY, Lin SW.	2001	Domain specific monoclonal anti-factor VIII antibodies generated by inclusion body-renatured factor VIII peptides.	101	405-415	http://www.ncbi.nlm.nih.gov/sites/entrezC	n/a	1037
1242	208	Huang JL, Huang JH, Shyu RH, Teng CW, Lin YL, Kuo MD, Yao CW, Shaio MF.	2001	High-level expression of recombinant dengue viral NS-1 protein and its potential use as a diagnostic antigen.	65	553-560	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1243	103	Kooi C, Corbett CR, Sokol PA.	2005	Functional analysis of the Burkholderia cenocepacia ZmpA metalloprotease.	187	4421-4429	http://www.ncbi.nlm.nih.gov/pubmed/15968051?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1244	103	Kooi C, Corbett CR, Sokol PA.	2005	Functional analysis of the Burkholderia cenocepacia ZmpA metalloprotease.	187	4421-4429	http://www.ncbi.nlm.nih.gov/pubmed/15968051?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1245	14	Jin H, Hayes GL, Darbha NS, Meyer E, LiWang PJ.	2005	Investigation of CC and CXC chemokine quaternary state mutants.	338	987-999	http://www.ncbi.nlm.nih.gov/sites/entrez	n/a	1037
1246	21	Khodarahmi R, Beyrami M, Soori H.	2008	Appraisal of casein\\'s inhibitory effects on aggregation accompanying carbonic anhydrase refolding and heat-induced ovalbumin fibrillogenesis.	1	1	http://www.ncbi.nlm.nih.gov/pubmed/18485276?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Epub ahead of print	1037
1247	38	Rao DE, Rao KV, Reddy VD.	2008	Cloning and expression of Bacillus phytase gene (phy) in Escherichia coli and recovery of active enzyme from the inclusion bodies.	1	1	n/a	Epub ahead of print	1037
1248	86	Zhang Q, Horst R, Geralt M, Ma X, Hong WX, Finn MG, Stevens RC, Wüthrich K.	2008	Microscale NMR Screening of New Detergents for Membrane Protein Structural Biology.	1	1	n/a	Epub ahead of print	1037
1249	9	Chandrayan SK, Dhaunta N, Guptasarma P.	2008	Expression, purification, refolding and characterization of a putative lysophospholipase from Pyrococcus furiosus: retention of structure and lipase/esterase activity in the presence of water-miscible organic solvents at high temperatures.	59	327-33	http://www.ncbi.nlm.nih.gov/pubmed/18400514?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1250	9	Chandrayan SK, Dhaunta N, Guptasarma P.	2008	Expression, purification, refolding and characterization of a putative lysophospholipase from Pyrococcus furiosus: retention of structure and lipase/esterase activity in the presence of water-miscible organic solvents at high temperatures.	59	327-33	http://www.ncbi.nlm.nih.gov/pubmed/18400514?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1251	9	Chandrayan SK, Dhaunta N, Guptasarma P.	2008	Expression, purification, refolding and characterization of a putative lysophospholipase from Pyrococcus furiosus: retention of structure and lipase/esterase activity in the presence of water-miscible organic solvents at high temperatures.	59	327-33	http://www.ncbi.nlm.nih.gov/pubmed/18400514?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1252	9	Chandrayan SK, Dhaunta N, Guptasarma P.	2008	Expression, purification, refolding and characterization of a putative lysophospholipase from Pyrococcus furiosus: retention of structure and lipase/esterase activity in the presence of water-miscible organic solvents at high temperatures.	59	327-33	http://www.ncbi.nlm.nih.gov/pubmed/18400514?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1253	9	Sharma K, Babu PV, Sasidhar P, Srinivas VK, Mohan VK, Krishna E.	2008	Recombinant human epidermal growth factor inclusion body solubilization and refolding at large scale using expanded-bed adsorption chromatography from Escherichia coli.	60	7-14	http://www.ncbi.nlm.nih.gov/pubmed/18430585?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1254	103	Jin SG, Roitsch T, Christie PJ, Nester EW.	1990	The regulatory VirG protein specifically binds to a cis-acting regulatory sequence involved in transcriptional activation of Agrobacterium tumefaciens virulence genes.	172	531-537	http://www.ncbi.nlm.nih.gov/pubmed/2404941?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1255	137	Koo IC, Stephens RS.	2003	A developmentally regulated two-component signal transduction system in Chlamydia.	278	17314-17319	http://www.ncbi.nlm.nih.gov/pubmed/12600998?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
1256	209	Konakova M, Pulst SM.	2004	Dystonia-associated forms of torsinA are deficient in ATPase activity.	25	105-117	http://www.ncbi.nlm.nih.gov/pubmed/15781971?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
